iter	MAPE	RMSE
105	0.08953540484	3082.067184
106	0.08939015504	3076.482277
107	0.08909540971	3069.54476
108	0.08886543761	3066.390735
109	0.08878113602	3063.195328
110	0.08871035572	3058.504161
111	0.08850341103	3056.363231
112	0.08843858429	3052.620061
113	0.08817611467	3046.224541
114	0.08790539767	3041.296609
115	0.08781518345	3037.146961
116	0.08769240013	3031.823322
117	0.08731285308	3024.981279
118	0.08707634221	3022.651232
119	0.08703775888	3021.492555
120	0.08684551592	3015.938056
121	0.08668430598	3009.589768
122	0.08659416468	3005.96687
123	0.0862226732	2999.063214
124	0.08620376546	2997.1214
125	0.08611279624	2994.094156
126	0.08602061148	2993.837635
127	0.08574801242	2986.002813
128	0.08564278929	2984.294699
129	0.08560040084	2982.345876
130	0.08554776859	2978.242317
131	0.0851668808	2972.08213
132	0.08510835973	2968.82008
133	0.08501402713	2965.753817
134	0.08500827265	2964.963279
135	0.08487917129	2959.312014
136	0.08472209011	2957.79903
137	0.0846373041	2954.380711
138	0.08454524692	2950.930927
139	0.08438609916	2948.145084
140	0.08426106854	2944.544564
141	0.08406812126	2939.577225
142	0.08395700521	2933.796713
143	0.08386720013	2930.945491
144	0.08361992087	2925.382185
145	0.08346004022	2917.974602
146	0.08331443227	2913.266044
147	0.0831932548	2910.245922
148	0.08307638965	2903.74322
149	0.08305926451	2902.843277
150	0.08296687662	2897.352697
151	0.08289307078	2893.241898
152	0.08280823548	2889.319416
153	0.082707505	2887.024303
154	0.08236509665	2879.929236
155	0.08226791724	2875.288837
156	0.08218222477	2871.964825
157	0.08211740742	2870.872546
158	0.08196903625	2865.82895
159	0.08178594077	2861.405062
160	0.08157216293	2857.263792
161	0.08151100222	2854.04844
162	0.08146524816	2851.290311
163	0.08139590732	2849.032688
164	0.08131560627	2846.471782
165	0.08126315119	2843.060409
166	0.08117085918	2840.858469
167	0.08102078756	2836.272392
168	0.08086294763	2832.517138
169	0.08082229265	2829.97944
170	0.08081816884	2829.634956
171	0.08063671813	2825.202744
172	0.08058213382	2822.336613
173	0.08049013442	2820.121358
174	0.08048615527	2819.623996
175	0.08039443456	2816.858562
176	0.08024537092	2812.898064
177	0.08013294672	2809.266658
178	0.08003998051	2808.067844
179	0.07990588716	2804.500614
180	0.07982368731	2802.626389
181	0.07964149482	2798.465922
182	0.079642051	2798.323837
183	0.0796294389	2797.256154
184	0.07959391685	2794.512207
185	0.07939431571	2791.244928
186	0.079364482	2789.296448
187	0.07925362527	2785.652915
188	0.07919066079	2783.610884
189	0.07919356153	2783.477324
190	0.07916320256	2781.7747
191	0.07905297477	2780.474444
192	0.07895548768	2778.787786
193	0.07880610857	2775.883045
194	0.07848040811	2768.765575
195	0.07845061499	2766.548304
196	0.07837931191	2764.790551
197	0.07836334349	2763.964555
198	0.07825424047	2761.998595
199	0.07819349099	2759.956614
200	0.0781784371	2759.190899
201	0.07813705765	2756.710911
202	0.07802262039	2752.460019
203	0.07797163845	2749.334671
204	0.07781178598	2747.107536
205	0.07772660055	2744.456032
206	0.07772132986	2743.835935
207	0.07768807977	2741.01316
208	0.07760853877	2739.514777
209	0.07755539811	2737.353068
210	0.07750345779	2734.008211
211	0.07741625714	2732.060083
212	0.0773518569	2727.104457
213	0.07725879193	2725.577556
214	0.07719479529	2724.132719
215	0.07714126312	2721.427073
216	0.07712847633	2720.790461
217	0.07711317891	2719.70916
218	0.07709208305	2717.997665
219	0.07683027951	2712.068386
220	0.07678522612	2709.519439
221	0.0767426318	2706.727128
222	0.07664892753	2704.744033
223	0.07651965398	2702.784662
224	0.07646491973	2700.852521
225	0.07640810538	2699.45615
226	0.07626301707	2697.868755
227	0.07617003408	2696.847356
228	0.07615832461	2696.517137
229	0.07609814482	2695.192406
230	0.07608163567	2693.88507
231	0.07607865806	2693.788668
232	0.07592762535	2691.312802
233	0.07592256394	2690.800473
234	0.07588335034	2689.084374
235	0.07577130389	2686.324017
236	0.07571736959	2683.695481
237	0.07569240851	2681.58364
238	0.07554468487	2676.728514
239	0.07551070079	2675.869041
240	0.07547363433	2674.80875
241	0.0753978661	2673.14613
242	0.07525497973	2668.723083
243	0.07523313346	2667.919748
244	0.07519707571	2665.787531
245	0.07514024002	2662.622754
246	0.07513472813	2662.523296
247	0.07507040641	2661.046272
248	0.07501754501	2660.369913
249	0.07500706806	2660.110792
250	0.07493928103	2650.799564
251	0.07491857165	2647.702652
252	0.0748690859	2646.39556
253	0.07482236518	2644.037871
254	0.07480949448	2642.25254
255	0.07478920727	2640.969851
256	0.07474902027	2639.4723
257	0.07471910201	2638.642385
258	0.07471246912	2638.250939
259	0.07462327954	2635.712992
260	0.07461937786	2635.6445
261	0.07450768195	2633.853976
262	0.0745021004	2633.766304
263	0.07444364537	2632.766088
264	0.07437671416	2631.723629
265	0.07433675413	2629.052652
266	0.07430208438	2627.322452
267	0.07422994098	2624.711307
268	0.07421441401	2624.311058
269	0.07419134781	2622.407054
270	0.07418980703	2621.979021
271	0.0741856381	2621.362254
272	0.07410817938	2618.186173
273	0.074065271	2616.374733
274	0.07404056779	2614.554617
275	0.07401931918	2613.759088
276	0.07398304079	2612.549549
277	0.07396594393	2611.311466
278	0.07395565433	2610.636121
279	0.07390946008	2609.349373
280	0.07384511596	2606.961628
281	0.07381890967	2598.231554
282	0.07371238577	2595.182206
283	0.0736514108	2593.30171
284	0.07363337146	2592.274247
285	0.073610666	2590.80964
286	0.07360002805	2590.404589
287	0.07357728546	2588.981659
288	0.0735577199	2588.311703
289	0.07350575703	2586.830739
290	0.07346465558	2584.598213
291	0.07336448514	2582.728019
292	0.07329403865	2580.680747
293	0.0732338123	2571.724497
294	0.07318171542	2570.262369
295	0.07309336845	2567.748318
296	0.0730795048	2560.998204
297	0.07306029359	2558.51344
298	0.0730483221	2552.202736
299	0.07301884336	2550.657699
300	0.07299249169	2549.389211
301	0.0729194267	2547.50609
302	0.07290944693	2546.567793
303	0.07288511971	2544.69287
304	0.07282881209	2542.412254
305	0.07281837092	2541.928522
306	0.07269384396	2540.072392
307	0.07262226843	2537.572155
308	0.07258463647	2536.096629
309	0.07254695686	2534.148669
310	0.07252640617	2533.418393
311	0.07248865321	2532.786135
312	0.07242338607	2531.392113
313	0.07240855337	2530.307162
314	0.07240042711	2529.747669
315	0.07232357861	2527.355643
316	0.07229139393	2526.757681
317	0.07216855625	2523.658818
318	0.07214119336	2522.103673
319	0.07212133566	2521.329703
320	0.07205043094	2519.214634
321	0.07204613669	2518.830253
322	0.07198813672	2517.161395
323	0.07195498065	2515.87488
324	0.07192821791	2515.200283
325	0.07191979922	2514.936566
326	0.07189833575	2513.800632
327	0.07187482889	2512.299064
328	0.07185499698	2511.33658
329	0.07182289265	2510.453871
330	0.07180166578	2509.056448
331	0.07169998919	2505.506372
332	0.07164597793	2503.09545
333	0.07163666275	2502.277438
334	0.07164904244	2500.638201
335	0.07161042974	2500.16722
336	0.07154446185	2497.880032
337	0.07154081933	2497.206999
338	0.07151317679	2496.514278
339	0.071494927	2494.973588
340	0.07143187657	2493.955543
341	0.07141285548	2493.617448
342	0.07139552999	2492.986026
343	0.07137682522	2491.753122
344	0.07123193409	2488.206485
345	0.0711949018	2487.213334
346	0.07117168838	2486.595712
347	0.07116907767	2486.4798
348	0.07112958507	2485.241143
349	0.07112128472	2484.920661
350	0.07110862413	2484.274161
351	0.07108842311	2483.057197
352	0.07108787913	2481.372046
353	0.07107319595	2480.493757
354	0.07102623273	2479.371166
355	0.0710053134	2478.809295
356	0.07099322295	2477.902712
357	0.07097782516	2477.338956
358	0.07094508956	2477.160854
359	0.07094098238	2476.819681
360	0.07091446222	2475.606432
361	0.07089043952	2474.681623
362	0.07088399138	2474.360125
363	0.07087856948	2474.216601
364	0.07081788535	2472.406506
365	0.0707487877	2470.422462
366	0.07073289242	2469.217879
367	0.07072154146	2468.837191
368	0.07069712492	2460.688737
369	0.07069483601	2460.570838
370	0.0706847562	2460.382455
371	0.07067130234	2459.786024
372	0.07062929781	2457.403593
373	0.07062399227	2453.765178
374	0.07058138395	2452.487208
375	0.0705614205	2451.435579
376	0.0705030864	2450.307367
377	0.07048338071	2449.054578
378	0.07040897111	2446.318989
379	0.07035172789	2444.044629
380	0.07035012727	2440.709775
381	0.07031274758	2439.523354
382	0.07026912464	2438.11973
383	0.0701662157	2434.935682
384	0.07006463692	2432.5194
385	0.06999971059	2431.917645
386	0.0698979782	2430.609893
387	0.06989680061	2430.502743
388	0.06979295856	2427.780179
389	0.06975174415	2426.429277
390	0.06974935819	2426.297372
391	0.06973652485	2425.79646
392	0.06972658377	2424.761801
393	0.0697147199	2424.312274
394	0.06967728474	2422.971544
395	0.06965110408	2421.635779
396	0.06961515644	2420.993347
397	0.06961201367	2420.746862
398	0.06958143643	2420.45973
399	0.06955125098	2419.936794
400	0.06955524087	2419.591404
401	0.06953584616	2418.756119
402	0.06946756843	2417.778804
403	0.0694546555	2417.11549
404	0.06944659113	2416.866256
405	0.06938303556	2412.659309
406	0.06935194744	2412.004798
407	0.06935049917	2411.765937
408	0.06933326707	2411.278009
409	0.06930032329	2410.204266
410	0.06927703162	2409.386249
411	0.06925394994	2408.57351
412	0.06921480001	2408.155735
413	0.06914420033	2406.879359
414	0.06912605606	2405.784593
415	0.06907068439	2404.646923
416	0.06902698748	2403.35431
417	0.06898575769	2401.24531
418	0.06894355275	2399.419232
419	0.06892490292	2398.115306
420	0.06887928157	2396.755044
421	0.06885462482	2395.884149
422	0.06884813775	2394.980802
423	0.06884407039	2394.725135
424	0.0688378335	2393.879726
425	0.06882065363	2393.25578
426	0.06876512189	2382.940238
427	0.06870534798	2381.129565
428	0.06865164764	2371.101681
429	0.06863816869	2370.051833
430	0.06862290331	2369.773624
431	0.06861548561	2369.410571
432	0.06860942867	2368.611184
433	0.06857785154	2366.57803
434	0.06852838071	2365.518215
435	0.06851725572	2364.721635
436	0.06850785426	2364.571317
437	0.06849463194	2362.862648
438	0.06844488396	2353.141785
439	0.06843583062	2352.888318
440	0.06842624183	2352.383583
441	0.06841906318	2352.009157
442	0.06840141925	2351.501892
443	0.06837944874	2350.485763
444	0.06837138602	2350.035045
445	0.06836879608	2343.898826
446	0.06836567842	2343.630821
447	0.06833955288	2341.821875
448	0.06833452619	2341.389833
449	0.0682975104	2339.719701
450	0.06827215283	2338.859896
451	0.06826088014	2337.99238
452	0.06819022095	2335.328516
453	0.0681625375	2334.44832
454	0.06815367572	2334.05337
455	0.06810627692	2333.069198
456	0.06807284896	2331.272397
457	0.06803116188	2329.443955
458	0.06800411519	2328.950609
459	0.06799085598	2328.480885
460	0.06793173476	2326.151441
461	0.06792368429	2325.814476
462	0.0679228814	2325.62149
463	0.06787882242	2316.3408
464	0.06778405547	2315.3784
465	0.06777364102	2315.05442
466	0.0677511259	2314.756077
467	0.06771613609	2313.90449
468	0.06769355824	2312.427311
469	0.06766600696	2311.136743
470	0.06765550183	2310.510526
471	0.06760604851	2310.055671
472	0.06759619396	2309.616865
473	0.06755426243	2306.876522
474	0.06754717625	2306.593528
475	0.06750997455	2305.182891
476	0.06750409288	2305.021492
477	0.06749550203	2304.758337
478	0.06746018708	2295.798915
479	0.06743008041	2295.023195
480	0.0674090523	2294.101225
481	0.0673923239	2293.611361
482	0.06738167803	2293.150976
483	0.06737751737	2292.969768
484	0.06733498937	2285.550039
485	0.06730812349	2284.215077
486	0.06730375169	2283.850779
487	0.06729479574	2283.51795
488	0.06727659074	2282.430916
489	0.06724376466	2273.992728
490	0.06719063413	2273.164943
491	0.06718500805	2273.089504
492	0.06717596177	2272.528632
493	0.0671832389	2271.881691
494	0.06714992824	2270.51584
495	0.06714876967	2270.431212
496	0.06714339078	2269.835693
497	0.0670939949	2267.864388
498	0.06708589776	2267.008801
499	0.06708604075	2266.92049
500	0.06706833327	2266.155257
501	0.06704747503	2265.545389
502	0.06698714801	2264.15653
503	0.0669895108	2263.893158
504	0.0669321918	2263.363739
505	0.06690729841	2262.480544
506	0.06690249462	2262.207387
507	0.06689295037	2261.882006
508	0.066824819	2260.712194
509	0.06681250229	2260.257436
510	0.06680604535	2259.772708
511	0.06679558877	2259.25586
512	0.06676924361	2258.183751
513	0.06676632045	2257.934942
514	0.06676298195	2257.644167
515	0.0667392574	2256.193571
516	0.06671990077	2255.767753
517	0.06670261059	2254.901511
518	0.0666906721	2254.355156
519	0.06667511557	2253.830787
520	0.06666985153	2253.651692
521	0.06664415595	2252.999576
522	0.06660537985	2252.371856
523	0.06660461942	2250.068333
524	0.06659371524	2249.822239
525	0.06657638634	2248.863602
526	0.06654325861	2247.543275
527	0.06652046339	2246.903695
528	0.06649390437	2245.466846
529	0.0664873745	2245.055097
530	0.06647030005	2244.747282
531	0.0664240653	2243.371381
532	0.06641313736	2242.623265
533	0.06639591764	2241.195953
534	0.06639167457	2240.982349
535	0.06637555154	2239.79944
536	0.06636274027	2239.600585
537	0.06635633354	2239.326099
538	0.06629722599	2237.280035
539	0.06626993545	2236.244128
540	0.06625472238	2235.43857
541	0.06624273289	2233.1638
542	0.0661975833	2232.238713
543	0.0661485609	2223.844418
544	0.06611507626	2223.28619
545	0.06609086659	2222.026678
546	0.06606564694	2221.519432
547	0.06604859732	2220.586496
548	0.06603647055	2220.147989
549	0.06602591031	2219.982727
550	0.0660246067	2219.608357
551	0.06599462895	2219.233019
552	0.06598412005	2218.872914
553	0.06597529094	2218.42849
554	0.06594828023	2210.658803
555	0.06592687531	2210.178431
556	0.06592142562	2209.72072
557	0.0659188359	2209.447589
558	0.06589608427	2209.325109
559	0.06588635036	2208.805707
560	0.065875373	2208.528984
561	0.06584494394	2207.755611
562	0.06584283969	2207.645429
563	0.06583937052	2207.548499
564	0.0658311699	2207.118894
565	0.06582932926	2207.074574
566	0.06578946689	2205.930278
567	0.06577030227	2204.892213
568	0.06576165041	2204.656062
569	0.06572814671	2203.363607
570	0.06569672076	2202.029924
571	0.06567966675	2201.569888
572	0.06567669386	2201.352552
573	0.06566514711	2200.869103
574	0.06565741594	2200.423645
575	0.06566955306	2198.341815
576	0.06568008582	2197.276815
577	0.0656484633	2196.561909
578	0.06563051911	2196.095534
579	0.06561986224	2195.780382
580	0.06561429726	2195.358794
581	0.06559938969	2194.974367
582	0.06559413425	2194.573724
583	0.06558709077	2194.097813
584	0.06556683267	2193.732649
585	0.06555893931	2193.198859
586	0.0655301266	2192.733029
587	0.06552916552	2192.677322
588	0.06551709971	2191.83315
589	0.06551138635	2191.764678
590	0.06550283195	2191.552017
591	0.06548780352	2191.08006
592	0.06547795469	2190.517756
593	0.06543557084	2189.268549
594	0.06541239975	2188.45683
595	0.06536656242	2186.802466
596	0.0653616591	2186.446529
597	0.06533117662	2185.628227
598	0.06531840825	2185.196185
599	0.06529200687	2184.771352
600	0.06528348684	2184.64168
601	0.06524600365	2183.331482
602	0.06524053396	2182.922509
603	0.06520789256	2181.49641
604	0.06520233457	2181.3501
605	0.06519518234	2180.983863
606	0.06512009964	2179.532335
607	0.06509546747	2177.929568
608	0.06509118818	2177.66214
609	0.06507858291	2177.575369
610	0.0650753202	2177.400389
611	0.06507269766	2177.324853
612	0.06500234701	2176.215238
613	0.06498812981	2174.584296
614	0.06497535764	2174.237172
615	0.06495194802	2173.287803
616	0.06493320067	2172.662615
617	0.064943715	2171.728893
618	0.06491200384	2170.738102
619	0.06490470871	2170.221921
620	0.06490311458	2169.95878
621	0.06485992329	2168.323394
622	0.06482974957	2167.394378
623	0.06482104652	2166.563496
624	0.06480867551	2166.114477
625	0.06480622736	2165.857308
626	0.06478793878	2165.611245
627	0.06478470549	2165.537359
628	0.06477317293	2165.181932
629	0.06476514692	2164.50035
630	0.06476575259	2164.430447
631	0.06473542355	2163.986326
632	0.06470868152	2156.446683
633	0.06470288772	2156.14085
634	0.06469377423	2155.76434
635	0.06468276058	2155.550049
636	0.06466248439	2154.58755
637	0.0646472988	2153.429086
638	0.06464800122	2153.364186
639	0.06466233429	2152.481664
640	0.06465043924	2151.876534
641	0.06463753617	2150.983162
642	0.06462804728	2150.749041
643	0.06461503349	2150.297471
644	0.06461376404	2146.730704
645	0.06460914838	2146.620666
646	0.06460421691	2146.358376
647	0.06458715826	2145.403161
648	0.064585477	2144.876396
649	0.06458793223	2143.89844
650	0.06454429542	2142.533469
651	0.06448844731	2141.474788
652	0.06447842863	2140.880031
653	0.06445511558	2140.221551
654	0.06440298955	2139.565078
655	0.06438738722	2137.694163
656	0.06437720089	2137.141646
657	0.06436743993	2136.338114
658	0.06436312176	2135.930217
659	0.06434003503	2135.407812
660	0.06431516549	2134.754602
661	0.0642851993	2134.350839
662	0.06426308155	2134.027992
663	0.06426749986	2133.155493
664	0.0642411362	2132.93416
665	0.06422036863	2132.231862
666	0.06419310648	2131.803287
667	0.06416069322	2124.491033
668	0.06411362016	2123.19096
669	0.06409042269	2122.459307
670	0.06408493282	2122.060658
671	0.06407233711	2121.050065
672	0.06405756582	2120.619486
673	0.06400821884	2120.219172
674	0.06400380834	2119.988455
675	0.06398589243	2118.993374
676	0.06397779814	2118.80872
677	0.06396077763	2118.275471
678	0.06395685016	2117.914062
679	0.06395520413	2117.89699
680	0.06392416551	2116.880016
681	0.0639210775	2116.79084
682	0.06389784559	2116.027593
683	0.06388110804	2115.84539
684	0.06384182643	2114.841348
685	0.06382995108	2114.604308
686	0.06381667763	2114.125789
687	0.06381621533	2111.996421
688	0.0638047739	2111.462425
689	0.06381184343	2110.748201
690	0.06380370631	2110.15188
691	0.0637866426	2107.357333
692	0.06377818919	2107.06232
693	0.06375210174	2106.392787
694	0.06372098127	2105.123242
695	0.06371033981	2104.290499
696	0.06369764945	2103.44258
697	0.0636937144	2103.041484
698	0.0636528073	2101.191498
699	0.06364708328	2100.712382
700	0.06363265721	2100.263064
701	0.06362107783	2099.806448
702	0.06360563864	2099.652227
703	0.06359943477	2099.214722
704	0.06359565399	2099.025363
705	0.06359113978	2098.932363
706	0.06356085083	2098.525558
707	0.06355033603	2098.182851
708	0.06352605806	2097.174838
709	0.06351764957	2096.770828
710	0.06348931255	2096.23354
711	0.06348439563	2096.085729
712	0.06348089963	2095.94728
713	0.0634696011	2095.486171
714	0.06344895197	2094.445268
715	0.06344142119	2094.198925
716	0.06343741095	2093.986699
717	0.06344257964	2090.839308
718	0.063422149	2089.610467
719	0.06339861904	2089.068986
720	0.06337876306	2088.662962
721	0.06337919416	2088.42576
722	0.0633748396	2088.326186
723	0.06337256541	2087.986446
724	0.06335698678	2087.591519
725	0.06332124653	2086.755416
726	0.06329600922	2086.300423
727	0.06329681592	2086.278938
728	0.06326478293	2085.050391
729	0.0632352904	2084.282256
730	0.06324097309	2082.140727
731	0.06322185296	2081.642528
732	0.06320969476	2081.232562
733	0.06320567821	2080.876069
734	0.06321403787	2078.653315
735	0.06320119704	2078.201466
736	0.06319753098	2078.14119
737	0.06317782871	2077.478732
738	0.06317687261	2077.388147
739	0.06314717551	2076.962205
740	0.06314395193	2076.859821
741	0.06313094746	2076.253031
742	0.06311448175	2075.675807
743	0.06310316452	2075.161408
744	0.0630954053	2074.878162
745	0.06308218975	2074.360246
746	0.06306073906	2073.519278
747	0.0630391564	2072.989815
748	0.06303521199	2072.593722
749	0.06301922428	2071.846506
750	0.06300527188	2071.18298
751	0.06297849408	2070.731973
752	0.06295727171	2070.218552
753	0.06293137688	2069.863835
754	0.06292312011	2069.574916
755	0.06291789021	2069.294824
756	0.06288813959	2068.478282
757	0.06288078558	2068.34635
758	0.06285869078	2067.672927
759	0.06285076546	2066.788163
760	0.062853329	2066.604332
761	0.06283866075	2065.581899
762	0.06282280659	2065.300418
763	0.06281804726	2065.213785
764	0.06281495417	2064.983872
765	0.0628045859	2064.691502
766	0.06278878645	2064.087775
767	0.06277847906	2063.634911
768	0.06276551467	2063.341817
769	0.06274817634	2056.926716
770	0.06274480462	2056.479921
771	0.06270293745	2055.565214
772	0.06268443215	2054.831411
773	0.06267911704	2054.447913
774	0.06265619917	2053.588429
775	0.06263100025	2053.117057
776	0.06262134019	2052.907724
777	0.06261203577	2052.632992
778	0.0625882116	2046.030071
779	0.0625742531	2045.561845
780	0.0625705383	2045.272502
781	0.06256421152	2044.554044
782	0.06255640509	2044.402611
783	0.06254394802	2044.110857
784	0.06251906786	2041.369001
785	0.06251491844	2041.176066
786	0.0624988586	2040.760688
787	0.06249430755	2040.480945
788	0.06248416708	2040.203604
789	0.06248889294	2039.727179
790	0.06245326628	2039.149739
791	0.06244107575	2038.768949
792	0.062417109	2038.067874
793	0.06238518241	2037.41929
794	0.06237690979	2037.160552
795	0.06237527465	2036.958421
796	0.06236110729	2036.382959
797	0.06235420245	2036.22214
798	0.06232283437	2035.90344
799	0.06229596484	2035.032713
800	0.06229574177	2034.983653
801	0.06228715428	2034.587968
802	0.0622618199	2033.717644
803	0.06225033946	2033.370598
804	0.06224062623	2033.001363
805	0.06222811817	2032.514215
806	0.06223940183	2029.893528
807	0.06222959305	2029.39316
808	0.06220620932	2023.310645
809	0.06216796885	2022.633831
810	0.06216569261	2022.374133
811	0.06215708007	2021.960451
812	0.06215253658	2021.458826
813	0.06214998883	2021.238671
814	0.06213923041	2020.984659
815	0.06211675139	2019.684171
816	0.0621107527	2019.405912
817	0.06210563537	2019.064342
818	0.06209111476	2018.176617
819	0.06207989163	2017.739681
820	0.06206609794	2017.408955
821	0.06205619522	2016.590103
822	0.06205228242	2016.31851
823	0.06205289121	2014.802142
824	0.06203808672	2014.249767
825	0.06203471963	2014.051959
826	0.062023543	2013.363065
827	0.06200925275	2013.014563
828	0.06199428036	2012.486669
829	0.06198920656	2012.18531
830	0.06198469123	2011.989539
831	0.06196627904	2011.574151
832	0.06194971983	2011.355866
833	0.06193212856	2011.113042
834	0.06192431283	2010.905945
835	0.06192135211	2010.732466
836	0.06191626221	2010.515433
837	0.06191014356	2009.926766
838	0.06186489384	2008.776515
839	0.06181582248	2007.709534
840	0.06180171083	2007.018448
841	0.06178368695	2006.490018
842	0.06177277604	2006.349694
843	0.06176502042	2006.152156
844	0.06175768068	2005.610086
845	0.06174162183	2005.004174
846	0.06174860323	2002.625869
847	0.06173911279	2002.298221
848	0.06173703402	2002.226534
849	0.06171981355	2002.12251
850	0.06164845271	1998.617605
851	0.06163783813	1998.109785
852	0.06162876553	1997.674487
853	0.06162464002	1997.396511
854	0.06161158502	1997.232375
855	0.06159707746	1996.682133
856	0.06159476549	1996.583106
857	0.061580273	1995.880691
858	0.061574342	1995.402718
859	0.06156490839	1995.087092
860	0.06155702846	1994.780113
861	0.06155397226	1994.706096
862	0.06151827248	1994.101606
863	0.06151177665	1993.712206
864	0.06150873983	1993.388993
865	0.06150649	1992.396879
866	0.06149217438	1991.768628
867	0.06144847621	1991.179073
868	0.06143564289	1990.856059
869	0.06142357541	1990.591305
870	0.06140241329	1989.893357
871	0.06137977822	1988.822011
872	0.0613767384	1988.672099
873	0.06136382931	1988.244145
874	0.06135777857	1988.018049
875	0.06132608094	1987.618179
876	0.06131741153	1987.06659
877	0.06130275589	1986.76172
878	0.06128783922	1985.685028
879	0.0612789731	1985.270511
880	0.06126298731	1984.81506
881	0.06125756072	1984.393723
882	0.06125093833	1984.153543
883	0.06123931047	1983.766818
884	0.06122886394	1983.222862
885	0.06121055084	1977.411628
886	0.06120830889	1975.900608
887	0.06121252985	1975.544299
888	0.06120538968	1975.256369
889	0.06120226379	1975.072222
890	0.06120100539	1973.941971
891	0.06119166739	1973.246975
892	0.06116987818	1968.697388
893	0.06114066731	1968.14307
894	0.06113994886	1968.034486
895	0.06112898941	1967.211502
896	0.06111465345	1966.899042
897	0.06110814341	1966.574874
898	0.06109677856	1966.247682
899	0.0610940472	1966.104912
900	0.06109000218	1965.870475
901	0.06108417379	1965.503374
902	0.06106893764	1965.196812
903	0.06106860821	1965.149052
904	0.06106606436	1965.021317
905	0.06106033271	1964.573866
906	0.06105391295	1964.359469
907	0.06104228308	1963.996894
908	0.06103714764	1963.8299
909	0.06103077248	1963.529712
910	0.06099680361	1963.106808
911	0.06099698578	1962.0998
912	0.06098012299	1961.228332
913	0.06097453008	1960.026181
914	0.06096898568	1959.817058
915	0.06093844244	1958.890771
916	0.06092662745	1958.50651
917	0.06092384639	1958.374979
918	0.0609213821	1958.131313
919	0.06090767923	1957.536896
920	0.06090320792	1957.013177
921	0.0608980573	1956.446684
922	0.06088195241	1955.796623
923	0.06086421313	1955.419732
924	0.0608562137	1955.171454
925	0.06085016747	1954.554646
926	0.06084397392	1954.204925
927	0.06084235052	1954.151064
928	0.06083952323	1953.984198
929	0.06083203364	1953.076952
930	0.06082628517	1952.840805
931	0.06081244472	1952.278778
932	0.06079842026	1951.983231
